"","Mo_2019_320","Mo_2019_321","Mo_2019_322","Mo_2019_323","Mo_2019_324","Mo_2019_325","Mo_2019_326","Mo_2019_327","Mo_2019_328","Mo_2019_329","Mo_2019_330","Mo_2019_331","Mo_2019_332","Mo_2019_333","Mo_2019_334","Mo_2019_335","Mo_2019_336","Mo_2019_337","Mo_2019_338","Mo_2019_339","Mo_2019_340","Mo_2019_341","Mo_2019_342","Mo_2019_343","Mo_2019_344","Mo_2019_345","Mo_2019_346","Mo_2019_347","Mo_2019_348","Mo_2019_349","Mo_2019_350","Mo_2019_351","Mo_2019_352","Mo_2019_353","Mo_2019_543"
"6261_400.2475_6.1448_329_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",2317874,1274770,2967195,1422139,2159441,3612138,3602866,2823721,1790786,1354967,1374199,5864106,510683.1,1166451,2478891,3369413,3386010,1353002,1624134,746775.9,1161928,1420710,2751384,1393939,2731264,1553839,991566.2,735947.8,1194549,1241160,1561698,1751319,1996245,3057261,2793890
"6262_926.2489_12.97_-1_N/A_Contaminant vial septum ThermoFisher C5000-44B_NA_no matches_no matches_no matches_no matches",39718.66,14189.32,65996.03,45013.27,73864.94,90467.55,200648.4,298297.3,120475.9,137738.6,275668.6,132223.2,0,112350.3,239761.1,251386.8,194149.6,119009.7,101269.9,161045.9,516115.7,271849.5,236194.1,160258.6,558707.8,251954.9,282532.4,465464.4,3938481,2116811,3166464,3244223,157997.6,4838266,110904.8
"6264_364.1502_2.4894_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",22968170,8908435,25346920,12649800,11012270,20452640,27425620,25520350,16658440,20636170,23574430,19803630,14180910,7926890,24399940,18875660,9099079,18047370,18958520,21603020,10935980,14153830,24415660,14784720,10586550,9128262,20936130,20931210,23691510,11340190,18433380,11857600,21329780,20127300,23115210
"6265_393.2021_5.2637_449_N/A_NA_Citrusin_VII_Citrusin_VII_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",587994.8,812627,1601727,683165.4,664453.2,1313369,666945.9,755039.7,1294780,690706.6,599376.4,849435.3,747309.3,1172543,1360177,5264760,3170986,1420757,377909.3,929511.2,671594.9,448990.1,1214891,480688.9,710410.1,632833.5,943816.1,404678.1,1421956,3426354,2461660,2328364,777993.1,2077556,2072174
"6266_275.1755_3.8057_43_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",1256694,303187.5,718535.1,1045334,297975.2,2367690,942606.1,1245867,392185.9,332050.3,969283.8,543589.4,277070.4,551437.1,559474.1,1972519,1566844,0,1320202,342429.4,461488.4,0,594802.2,1487858,872566.5,248959.3,648079,809026,712521.4,344465.6,294226.1,2676903,2205034,1066876,2009468
"6267_496.3272_8.9682_300_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Bile acids, alcohols and derivatives",654970.9,1213319,803373.9,1648336,1881034,1893837,2383172,1298023,1240922,1137073,2271624,909434.7,1022358,4886924,1521816,5516336,1814106,1335193,3320511,3251527,1726189,1183722,894698.8,2962755,3891515,5692073,839657.8,2855170,775103,3256420,737035,3678005,2228690,3970685,3705821
"6268_188.0706_2.6497_590_Spectral Match to L-Tryptophan from NIST14_Spectral Match to L-Tryptophan from NIST14_NA_Organic compounds_Organoheterocyclic compounds_Quinolines and derivatives_NA",37331350,37622510,55093470,527976200,48468760,3059150,3373842,7401497,12904860,18783160,443146700,13376800,9998180,14622300,15865050,5723726,117877300,3314333,4438633,4657322,4076986,2792136,890042,1343634,1289355,2172026,2826586,5451806,2006877,2918237,2086026,2271844,12638040,4287143,304726.6
"6269_218.1176_2.0685_2178_N/A_Massbank:PR300679 Kainic acid_NA_Organic compounds_Organoheterocyclic compounds_Indoles and derivatives_Indolecarboxylic acids and derivatives",14614350,8710351,9427249,19548550,4042197,5712490,7292019,7508918,4247979,9450028,43453080,12505770,9330484,2483477,6581213,8220487,1607856,10181900,5862370,4743621,21109880,3197569,11210700,3677466,3118920,1602226,8785774,26564670,15648180,8994284,18544020,3875045,3664348,1274889,5812462
"6270_327.2342_10.2241_100_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Diterpenoids",4153766,5138550,2078912,1230174,764472.9,3237933,3633577,8402892,3511435,6037717,4770042,749978.4,3305992,1157649,3294659,8536362,2562097,6640724,2009512,1892112,2822690,3453650,2555792,2617828,1088671,1894429,1550268,1822498,206161.3,1675473,693317.1,2099103,2705688,1878636,2124758
"6272_414.1391_3.8216_385_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",8184067,17121400,11490260,12230840,19332880,18748500,23886050,8735037,10508870,9730433,27366150,5015810,7628826,56256290,47531500,10783780,23340230,9372602,9806716,11179300,9002869,7945656,64817430,10257280,14047800,11523020,19268870,9063975,4923466,7989037,10607170,16614090,14652370,15115390,41406180
"6275_444.2377_8.2546_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA",735814.2,433429.5,416782.6,627471.9,791983.5,364618.2,1587555,609525.9,565140.5,383508.2,311223.3,3266251,412165,439446.4,604714.6,583594.1,799896.9,356370,402095.3,266351.7,3951816,1418977,1755683,436713.4,1981459,989289.9,1053810,2320155,378471,920087.6,567898.2,1477565,1384959,530051.6,1963626
"6276_305.1133_2.9385_1725_N/A_7-hydroxy-2-methyl-3-phenyl-4H-chromen-4-one_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA",3646911,5133700,4871921,4591427,2519467,10256380,4643587,6616447,11862320,12797650,4865931,4601482,8522600,4574549,7226333,7274657,4407955,2610737,4686093,9226133,1729237,1744673,1185004,14882830,8546170,6905211,7618804,9701567,4636022,6547030,4728276,3124786,4177625,10314530,10883190
"6277_255.1743_7.3913_1563_N/A_Artemisinin_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA",3299597,2596064,843724.3,4668080,3336731,702948.4,1168638,700526.3,580064.1,1728118,8785980,444446,578441.9,328979.6,957882.2,1373527,392191.8,6850160,5444743,1891769,7547175,3522967,862543.5,693362,1424171,1423045,1835933,10495240,558564,533186.5,1559712,1112587,2224328,1281475,401982.2
"6279_232.1182_0.6862_82_N/A_Butyrylcarnitine - 30.00 eV_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_NA",876765,1373723,3091263,1497384,2593383,3275744,1827023,1957878,931175.4,1558235,1096179,2220676,1923878,1773381,1826302,1053207,1528450,2047832,1115456,2015727,1119378,1403945,2334485,2491553,1008862,2053897,883425.5,956929.2,2687118,1675821,1603471,704126.9,2154223,1403907,1604006
"6280_267.1704_2.3803_270_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",2445435,1439347,1569744,2458579,674247.2,3420709,1723563,1679436,714625.5,1129647,1178318,1758195,2064114,771558.9,4671022,2717216,1762750,1929476,7265774,1383270,2332250,1052858,1064866,717190.9,710519.1,772476,1076446,907340,2227801,854411.5,924111.7,7223319,1089824,938893.4,1236314
"6282_333.2424_8.7669_154_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Eicosanoids",593817,424381.4,581194.8,1018922,935990.2,370412.3,657665.3,1020590,1527093,721190.2,1458564,442156.5,665625.4,745411.5,848433.7,1366444,574675.6,902792,648165.9,670334.8,8833858,692691.2,291850.9,715579,932304.7,800017.6,885338.5,3096760,398984.6,1050462,453247.8,938610,433990.8,458733.8,1102753
"6283_344.2797_7.0769_583_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Organonitrogen compounds_NA",2627005,670553.9,2800987,48429460,2188096,614662.6,632199.9,145776.4,533558,1134113,11111960,0,160805.8,215179.7,127535.6,208169.2,214133.7,6117104,1447617,4027659,69570630,2565501,1072039,582701.6,438121.3,702640.1,1240276,20098620,0,110784.9,204861,659387.7,1013475,1124564,101055.7
"6284_1002.2472_12.5635_172_N/A_(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one_NA_Organic compounds_Phenylpropanoids and polyketides_Flavonoids_Flavonoid glycosides",27541.75,14865.7,0,0,0,0,27356.03,25980.78,0,10030.11,278384.1,0,0,37411.89,0,137019.4,14352.53,39760.43,52714.3,0,117928.2,68845.12,127269,0,120731.6,0,14853.91,50296.39,207859.1,554401.7,218653.4,1981137,40480.62,804519.2,20703.59
"6285_309.1082_3.1161_42_N/A_NA_NA_Organic compounds_Phenylpropanoids and polyketides_Carboxylic acids and derivatives_NA",22107510,15175480,20848720,10849090,24088170,25735080,33062830,18748350,17995210,13976430,14863220,17302190,22578720,17734570,21633220,24890160,13641980,16926830,20278990,16140750,13793040,17481720,25255030,25368000,27521930,19965400,24424460,15084470,25854720,32051460,21070640,26433470,18439130,21510590,20070820
"6286_458.1657_3.876_179_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",20955450,33275440,31040310,7208674,50543210,38514890,25382620,15604430,155785300,22953360,31794060,24329370,307861500,39871740,20556740,284675000,15600250,239239000,211419100,210539500,119294100,11822500,10517340,10250600,21924820,207916900,18197470,14466980,17972330,18088640,10663930,204846600,11979150,208907400,32826040
"6287_361.1288_3.7576_160_N/A_Spectral Match to N-Acetyl-D-glucosamine from NIST14_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",3065262,4341497,1229884,2037178,3553241,2752688,5544632,1185035,5255716,5039294,3937257,7112652,1367997,1458723,2896297,1461902,1249043,5885591,8192809,3404132,4289898,12997170,12498470,5160826,13680960,3089426,3501894,3683495,4451151,3610458,1866117,3262524,1908259,4751015,1560305
"6288_442.2223_9.1864_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA",273167.6,1616249,590163.3,241141.8,145012.8,264982.7,199125.9,0,148989.2,302716.4,2562366,27236590,426111.9,386899.8,0,234939.8,206774.6,3682059,814396.2,271825.5,13875200,428573,341953.9,288856.9,131358.3,5677281,3419588,652541.8,2514971,252839,597184.3,243006.4,221177.8,357403.7,203085.8
"6289_781.1878_12.8651_1292_N/A_Contaminant vial septum ThermoFisher C5000-44B_NA_Organic compounds_Phenylpropanoids and polyketides_Anthracenes_Anthraquinones",66923.41,54817.51,97955.25,33552.42,177953.4,0,539436.5,412423.8,167651.5,222219.1,426553.3,0,30203.83,124630.4,170160.8,269145.8,190253.2,223124.4,178545.9,486059.6,404893.3,201652.3,553381.1,323815.5,377273.2,460071.3,552683.7,397883.7,495577.1,536111.3,623195.6,3649766,297173,1715391,281314.5
"6290_286.1803_5.1653_1624_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",1374180,647154.6,1125194,1660922,444815.6,696586.6,1507806,1467949,798456.8,3843012,1056822,1630395,613010.6,1926982,857504.5,1470535,2159146,1467822,1533572,993801.5,485199.3,465386.6,1470827,1014291,2286181,2123558,625243.7,769919.7,623577.7,3926032,1195966,2195986,1959850,1476091,2200888
"6293_344.1342_3.093_110_N/A_Spectral Match to Nonaethylene glycol from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA",21189910,53756590,13233100,12988810,11532190,23574330,123566700,122259100,105277100,56631490,15258220,10817620,91834070,97574190,18849100,8043581,21327090,9101685,4362317,22697670,85424820,8900479,16344440,17941860,111241400,14385590,10509550,13448620,21182470,21628080,8346438,11971870,97680470,16956450,18398700
"6295_360.1552_3.2149_749_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",853420.7,831662,2273041,803618.3,1619260,1663526,1580700,2233681,626605.4,2430466,640405,749756.8,1330321,3410764,3034841,1588284,1919232,1529526,1623461,578345.8,839212.3,2274044,3546954,1881706,2446189,2603596,3565886,889046.6,2138892,1740511,588800,1700845,1487210,5268164,1684740
"6296_180.0211_3.7079_-1_N/A_6-(4-(2,3-dihydrobenzo[b][1,4]dioxin-6-yl)-3-methyl-1H-pyrazol-5-yl)-2,3-dihydrobenzo[b][1,4]dioxin-5-ol_NA_no matches_no matches_no matches_no matches",1695586,0,7279903,1778434,158199.6,0,0,0,0,0,0,157395.1,416606,0,0,0,0,691740.8,0,7589529,5983361,109962.8,0,0,0,211777.6,0,0,175961.9,433015.9,0,0,0,0,0
"6297_343.266_10.5522_1588_N/A_14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.01/4,1/4?.0?,?]hexadecan-5-ol_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Monoterpenoids",2660420,4532747,5854025,10946360,8639452,13732000,20076840,2811105,1817029,1842123,15140520,5099402,1518724,6952469,17337820,10729400,12165310,7632601,10467580,6424415,1380553,10922320,10763360,7520194,5460519,10482860,1983494,3320878,2078996,6920479,3754260,5350506,9288837,11196060,16453600
"6298_311.1125_3.5734_NA_NA_NA_NA_NA_NA_NA_NA",7292934,3532917,2341995,1578888,2491327,68802380,14560490,4746941,49747140,64933050,15357760,4125399,2322827,19408900,5792358,49460700,3160838,11346530,22296880,55281200,9074880,2389951,59820450,5458625,5694925,52652910,34140730,8650707,8284227,6733471,3778865,65356110,79623820,6532104,28994540
"6299_368.1335_4.5019_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",3030304,19337240,4926870,3060361,2467247,8248877,8792047,7354101,12028980,7387967,3763491,10902620,6935749,9090465,4728292,4174078,4076555,5106338,4691733,4878924,3238673,3744990,7270556,3703644,3940778,6751151,2790584,4317668,13521980,8860436,2621753,15608190,12308170,4462216,4445826
"6303_396.224_7.3023_21_N/A_3-oxo-3-[[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-(4-hydroxy-5-methyl-2-propan-2-ylphenoxy)oxan-2-yl]methoxy]propanoic acid_NA_Organic compounds_Lipids and lipid-like molecules_Carboxylic acids and derivatives_NA",1666536,3519676,341311.3,789713.5,7148950,192098,199883.2,214613.5,210844,186764.2,383262.5,1947959,465340.9,203037.5,344506.1,223070.3,389985.4,459047,1469793,415160.6,699032.1,4651985,164130.5,145036.3,144665.9,123022.9,185796,157202.2,581068.9,321157.2,190222.6,122418.1,299576.8,359656.8,271162.2
"6304_442.2224_8.8397_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA",0,503297.1,284387.3,443744.8,160255.1,0,0,185066.5,179770.8,325879.6,1923011,40188680,802463.6,461441.1,162439.2,773347.4,161346.3,1808240,664407.5,580567.9,11482360,418095.4,438106.4,588795.2,256286.1,5048830,2278668,757098.7,992053.8,215712.6,262006.4,532444.8,464581.6,236190,186232.9
"6306_653.1246_12.0627_172_N/A_Contaminants septum vial Thermo C4000-53 and C4000-54 serie_NA_Organic compounds_Phenylpropanoids and polyketides_Flavonoids_Flavonoid glycosides",372353,667041.1,647844.7,341315.6,397414.4,57240.55,117108.2,776813.7,237938.8,80142.75,472205.1,1898378,334456.8,326707.9,605966.9,206173.5,694794.8,375724,137228.2,171193.8,386528.8,241324.8,222017.2,88472.49,537215.1,219281.8,175357.8,449779.5,4397241,2751668,2761136,999770.6,391260.4,2145202,207694.8
"6308_281.1133_2.1438_270_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",18659250,3858056,7402821,9731091,1708867,1679708,8226510,3153270,3551647,3062142,16230440,9772870,5960302,2578035,2688185,7330773,21144550,4839459,2988368,6687490,14288650,21910010,1623781,24088110,5732245,1323555,1604647,5364971,4360530,7324533,5791866,7368902,24956930,5453767,4965773
"6309_531.4076_12.9485_517_Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14_Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids",1538048,0,38107.77,8238.61,5526706,4255.19,15648.98,3735590,308687.2,1511749,86983.23,0,61445.08,8377.242,0,0,15570760,0,0,0,125498.5,197311.2,52959.32,7796.019,105246.3,0,154421.9,417930.5,43473.78,830538.1,147793.3,120262.4,10493.66,4699344,2342.626
